edad;abandono;viajes;departamento;distancia_casa;educacion;carrera;empleados;id;satisfaccion_entorno;sexo;implicacion;nivel_laboral;puesto;satisfaccion_trabajo;estado_civil;salario_mes;num_empresas_anteriores;mayor_edad;horas_extra;incremento_salario_porc;evaluacion;satisfaccion_companeros;horas_quincena;nivel_acciones;anos_experiencia;num_formaciones_ult_ano;conciliacion;anos_compania;anos_en_puesto;anos_desde_ult_promocion;anos_con_manager_actual
57;No;Travel_Rarely;Research & Development;1;Universitaria;Medical;1;482;Muy_Alta;3;Alta;2;Healthcare Representative;Alta;Married;6755;2;Y;No;11;Alta;Alta;80;0;15;2;#N/D;3;NA;1;2
40;No;Travel_Rarely;Research & Development;10;Master;Life Sciences;1;483;Muy_Alta;4;Muy_Alta;1;Laboratory Technician;Muy_Alta;Married;2213;3;Y;Yes;13;Alta;Alta;80;1;10;3;Muy_Alta;7;NA;1;7
21;No;Non-Travel;Sales;9;Universitaria;Medical;1;484;Baja;3;Alta;1;Sales Representative;Alta;Single;2610;1;Y;No;24;Muy_Alta;Alta;80;0;3;3;#N/D;3;NA;2;2
33;Yes;Travel_Rarely;Sales;5;Universitaria;Marketing;1;485;Muy_Alta;NA;Alta;1;Sales Representative;Alta;Single;2851;1;Y;Yes;13;Alta;Media;80;0;1;2;#N/D;1;3;0;0
37;No;Travel_Rarely;Research & Development;10;Universitaria;Medical;1;486;Alta;3;Alta;1;Laboratory Technician;Alta;Married;3452;6;Y;No;20;Muy_Alta;Media;80;1;17;3;Alta;5;NA;0;3
46;No;Non-Travel;Research & Development;7;Universitaria;Medical;1;487;Alta;NA;Alta;2;Manufacturing Director;Alta;Married;5258;2;Y;No;14;Alta;Alta;80;0;7;2;Alta;1;NA;0;0
41;Yes;Travel_Frequently;Sales;4;Universitaria;Marketing;1;488;Baja;3;Alta;2;Sales Executive;Alta;Single;9355;1;Y;No;18;Alta;Alta;80;0;8;5;#N/D;8;NA;7;7
50;No;Travel_Rarely;Research & Development;10;Secundaria;Technical Degree;1;491;Muy_Alta;2;Media;3;Healthcare Representative;Media;Single;10496;6;Y;No;15;Alta;Muy_Alta;80;0;20;2;#N/D;4;NA;1;3
40;Yes;Travel_Rarely;Sales;22;Secundaria;Marketing;1;492;Alta;NA;Media;2;Sales Executive;Media;Married;6380;2;Y;Yes;12;Alta;Baja;80;2;8;6;#N/D;6;NA;1;0
31;No;Travel_Rarely;Research & Development;9;Secundaria;Life Sciences;1;493;Alta;2;Media;1;Research Scientist;Media;Single;2657;0;Y;Yes;16;Alta;Muy_Alta;80;0;3;5;#N/D;2;NA;2;2
21;Yes;Travel_Rarely;Sales;12;Master;Life Sciences;1;494;Alta;4;Muy_Alta;1;Sales Representative;#N/D;Single;2716;1;Y;No;15;Alta;Muy_Alta;80;0;1;0;#N/D;1;4;0;0
29;No;Travel_Rarely;Research & Development;23;Universitaria;Life Sciences;1;495;Muy_Alta;3;Alta;1;Research Scientist;Alta;Single;2201;9;Y;No;16;Alta;Muy_Alta;80;0;6;4;#N/D;3;NA;1;2
35;No;Travel_Rarely;Research & Development;9;Secundaria;Life Sciences;1;496;Alta;2;Media;2;Healthcare Representative;Media;Single;6540;9;Y;No;19;Alta;Alta;80;0;10;5;#N/D;1;NA;0;0
27;No;Travel_Rarely;Research & Development;1;Universitaria;Medical;1;497;Muy_Alta;3;Alta;1;Laboratory Technician;Alta;Divorced;3816;1;Y;No;11;Alta;Media;80;1;5;2;#N/D;5;NA;0;4
28;No;Travel_Rarely;Sales;9;Universitaria;Life Sciences;1;498;Media;3;Alta;2;Sales Executive;Alta;Single;5253;1;Y;No;16;Alta;Muy_Alta;80;0;7;1;#N/D;7;NA;0;7
49;No;Travel_Rarely;Research & Development;7;Secundaria;Other;1;499;Media;2;Media;3;Healthcare Representative;Media;Single;10965;8;Y;No;24;Muy_Alta;Alta;80;0;26;2;#N/D;5;NA;0;0
51;No;Travel_Rarely;Sales;14;Universitaria;Life Sciences;1;500;Alta;3;Alta;2;Sales Executive;Alta;Married;4936;4;Y;No;11;Alta;Alta;80;1;18;2;#N/D;7;NA;0;7
36;No;Travel_Rarely;Research & Development;2;Universitaria;Life Sciences;1;501;Muy_Alta;3;Alta;1;Research Scientist;Alta;Married;2543;4;Y;No;13;Alta;Media;80;1;6;3;Alta;2;NA;2;2
34;Yes;Non-Travel;Sales;19;Master;Marketing;1;502;Baja;4;Muy_Alta;2;Sales Executive;Muy_Alta;Single;5304;8;Y;Yes;13;Alta;Media;80;0;9;3;#N/D;5;NA;0;4
55;No;Travel_Rarely;Research & Development;2;Universitaria;Life Sciences;1;505;Alta;3;Alta;4;Manager;Alta;Single;16659;2;Y;Yes;13;Alta;Alta;80;0;30;2;#N/D;5;NA;1;2
24;No;Travel_Rarely;Sales;10;Universitaria;Marketing;1;507;Muy_Alta;3;Alta;2;Sales Executive;Alta;Divorced;4260;1;Y;Yes;12;Alta;Muy_Alta;80;1;5;2;#N/D;5;NA;0;3
30;No;Travel_Rarely;Sales;2;Universitaria;Technical Degree;1;508;Alta;3;Alta;1;Sales Representative;Alta;Married;2476;1;Y;No;18;Alta;Baja;80;1;1;3;Alta;1;3;0;0
26;Yes;Travel_Frequently;Research & Development;3;Universitaria;Technical Degree;1;510;Alta;3;Alta;1;Research Scientist;Alta;Single;3102;0;Y;No;22;Muy_Alta;Alta;80;0;7;2;#N/D;6;NA;0;4
22;No;Travel_Rarely;Research & Development;11;Universitaria;Medical;1;511;Baja;3;Alta;1;Research Scientist;Alta;Married;2244;1;Y;No;13;Alta;Muy_Alta;80;1;2;1;#N/D;2;NA;1;2
36;No;Travel_Rarely;Sales;2;#N/D;Medical;1;513;Media;2;Media;3;Sales Executive;Media;Married;7596;1;Y;No;13;Alta;Media;80;2;10;2;#N/D;10;NA;9;0
30;Yes;Travel_Frequently;Research & Development;4;Universitaria;Technical Degree;1;514;Alta;3;Alta;1;Research Scientist;Alta;Single;2285;9;Y;Yes;23;Muy_Alta;Alta;80;0;3;4;#N/D;1;NA;0;0
37;No;Travel_Rarely;Research & Development;14;Universitaria;Life Sciences;1;515;Muy_Alta;NA;Alta;1;Laboratory Technician;#N/D;Divorced;3034;1;Y;No;12;Alta;Alta;80;1;18;2;#N/D;18;3;12;17
40;No;Travel_Rarely;Sales;2;Universitaria;Marketing;1;516;Muy_Alta;3;Alta;2;Sales Executive;Alta;Divorced;5715;7;Y;No;12;Alta;Alta;80;2;8;5;Alta;5;NA;1;3
42;No;Travel_Rarely;Research & Development;1;Universitaria;Life Sciences;1;517;Media;3;Alta;1;Laboratory Technician;Alta;Divorced;2576;3;Y;No;16;Alta;Media;80;1;8;5;Alta;5;NA;1;2
37;No;Travel_Rarely;Research & Development;10;#N/D;Life Sciences;1;518;Alta;3;Alta;2;Manufacturing Director;Alta;Single;4197;2;Y;Yes;12;Alta;Muy_Alta;80;0;18;2;#N/D;1;NA;0;1
43;No;Travel_Rarely;Research & Development;12;Secundaria;Life Sciences;1;520;Baja;2;Media;4;Research Director;Media;Divorced;14336;1;Y;No;11;Alta;Alta;80;1;25;3;#N/D;25;NA;3;9
40;No;Travel_Rarely;Research & Development;2;Secundaria;Medical;1;521;Media;2;Media;2;Laboratory Technician;#N/D;Married;3448;6;Y;No;22;Muy_Alta;Media;80;1;20;3;Media;1;NA;0;0
54;No;Travel_Rarely;Research & Development;5;Universitaria;Medical;1;522;Baja;NA;Alta;5;Research Director;Alta;Married;19406;4;Y;No;11;Alta;Alta;80;1;24;4;Alta;4;NA;1;2
34;No;Non-Travel;Sales;4;Universitaria;Marketing;1;523;Alta;3;Alta;2;Sales Executive;Alta;Married;6538;9;Y;No;15;Alta;Baja;80;1;6;3;#N/D;3;NA;1;2
31;No;Travel_Rarely;Research & Development;7;Universitaria;Medical;1;524;Media;NA;Alta;2;Manufacturing Director;Alta;Married;4306;1;Y;No;12;Alta;Media;80;1;13;5;#N/D;13;NA;3;12
43;No;Travel_Frequently;Research & Development;21;Universitaria;Medical;1;525;Muy_Alta;3;Alta;1;Laboratory Technician;Alta;Married;2258;7;Y;No;20;Muy_Alta;Baja;80;1;8;1;Alta;3;NA;1;2
43;No;Travel_Rarely;Research & Development;8;Universitaria;Other;1;526;Alta;3;Alta;2;Healthcare Representative;Alta;Divorced;4522;4;Y;Yes;14;Alta;Muy_Alta;80;0;8;3;#N/D;5;NA;0;2
25;No;Travel_Rarely;Sales;4;Secundaria;Life Sciences;1;527;Media;2;Media;2;Sales Executive;Media;Single;4487;1;Y;Yes;11;Alta;Media;80;0;5;3;#N/D;5;NA;1;3
37;No;Non-Travel;Research & Development;25;Universitaria;Medical;1;529;Media;3;Alta;2;Research Scientist;Alta;Married;4449;3;Y;Yes;15;Alta;Baja;80;2;15;2;#N/D;13;NA;10;7
31;No;Travel_Rarely;Research & Development;1;Secundaria;Life Sciences;1;530;Muy_Alta;2;Media;1;Laboratory Technician;Media;Married;2218;1;Y;No;12;Alta;Alta;80;1;4;3;#N/D;4;NA;3;2
39;No;Travel_Frequently;Research & Development;1;Universitaria;Life Sciences;1;531;Media;3;Alta;5;Manager;Alta;Divorced;19197;1;Y;Yes;14;Alta;Alta;80;1;21;3;#N/D;21;NA;1;6
56;No;Travel_Frequently;Sales;6;Master;Life Sciences;1;532;Alta;4;Muy_Alta;4;Sales Executive;Muy_Alta;Married;13212;9;Y;No;11;Alta;Muy_Alta;80;3;36;0;#N/D;7;NA;7;7
30;No;Travel_Rarely;Sales;12;Universitaria;Technical Degree;1;533;Media;3;Alta;2;Sales Executive;Alta;Single;6577;0;Y;No;11;Alta;Media;80;0;6;6;Alta;5;3;4;4
41;No;Travel_Rarely;Sales;1;Master;Marketing;1;534;Media;4;Muy_Alta;3;Sales Executive;#N/D;Married;8392;1;Y;No;16;Alta;Alta;80;1;10;2;#N/D;10;NA;0;7
28;No;Travel_Rarely;Research & Development;17;Universitaria;Medical;1;536;Alta;3;Alta;2;Laboratory Technician;Alta;Divorced;4558;1;Y;No;12;Alta;Muy_Alta;80;1;10;2;#N/D;10;NA;1;8
25;Yes;Travel_Rarely;Research & Development;3;Universitaria;Medical;1;538;Baja;3;Alta;1;Laboratory Technician;Alta;Married;4031;5;Y;No;13;Alta;Alta;80;1;6;5;Alta;2;3;0;2
52;No;Travel_Rarely;Research & Development;3;Secundaria;Medical;1;543;Muy_Alta;2;Media;3;Manufacturing Director;Media;Married;7969;2;Y;Yes;14;Alta;Alta;80;0;28;4;#N/D;5;NA;0;4
45;No;Travel_Rarely;Research & Development;10;Universitaria;Life Sciences;1;544;Baja;3;Alta;1;Research Scientist;Alta;Married;2654;3;Y;No;21;Muy_Alta;Muy_Alta;80;2;8;3;#N/D;2;NA;0;2
52;No;Travel_Rarely;Research & Development;4;Universitaria;Life Sciences;1;546;Muy_Alta;3;Alta;4;Manager;Alta;Married;16555;2;Y;No;13;Alta;Muy_Alta;80;0;31;2;#N/D;5;NA;1;4
42;No;Travel_Frequently;Research & Development;29;Universitaria;Life Sciences;1;547;Baja;3;Alta;2;Research Scientist;Alta;Divorced;4556;2;Y;No;11;Alta;Media;80;1;19;3;#N/D;5;NA;0;2
30;No;Travel_Rarely;Research & Development;2;Primaria;Life Sciences;1;548;Alta;1;Baja;2;Manufacturing Director;Baja;Single;6091;2;Y;No;20;Muy_Alta;Alta;80;0;11;2;Baja;5;NA;0;2
60;No;Travel_Rarely;Research & Development;7;Universitaria;Life Sciences;1;549;Baja;3;Alta;5;Manager;Alta;Married;19566;5;Y;No;11;Alta;Muy_Alta;80;0;33;5;Alta;29;3;11;10
46;No;Travel_Rarely;Research & Development;18;Universitaria;Medical;1;550;Alta;3;Alta;2;Manufacturing Director;Alta;Divorced;4810;2;Y;No;14;Alta;Alta;80;1;19;5;#N/D;10;NA;0;8
42;No;Travel_Frequently;Research & Development;28;#N/D;Technical Degree;1;551;Muy_Alta;NA;#N/D;2;Healthcare Representative;#N/D;Married;4523;0;Y;No;11;Alta;Muy_Alta;80;3;7;4;#N/D;6;NA;0;4
24;Yes;Travel_Rarely;Sales;1;Universitaria;Technical Degree;1;554;Baja;3;Alta;1;Sales Representative;Alta;Single;3202;1;Y;Yes;16;Alta;Media;80;0;6;4;#N/D;5;NA;1;4
34;Yes;Travel_Frequently;Sales;6;Primaria;Marketing;1;555;Muy_Alta;1;Baja;1;Sales Representative;Baja;Divorced;2351;0;Y;No;16;Alta;Muy_Alta;80;1;3;3;Baja;2;NA;1;0
38;No;Travel_Frequently;Research & Development;2;#N/D;Life Sciences;1;556;Muy_Alta;3;Alta;1;Laboratory Technician;Alta;Married;1702;1;Y;Yes;23;Muy_Alta;Alta;80;1;1;3;#N/D;1;NA;0;0
40;No;Travel_Rarely;Sales;2;Universitaria;Life Sciences;1;558;Alta;3;Alta;5;Manager;Alta;Married;18041;0;Y;No;14;Alta;Muy_Alta;80;0;21;2;#N/D;20;3;1;12
26;No;Travel_Rarely;Research & Development;23;Universitaria;Life Sciences;1;560;Baja;3;Alta;1;Research Scientist;Alta;Divorced;2886;1;Y;No;22;Muy_Alta;Media;80;2;3;3;Alta;3;NA;0;2
30;No;Non-Travel;Research & Development;3;Universitaria;Life Sciences;1;562;Alta;3;Alta;1;Laboratory Technician;Alta;Married;2097;4;Y;No;15;Alta;Alta;80;1;9;3;#N/D;5;NA;1;4
29;No;Travel_Rarely;Research & Development;3;Secundaria;Medical;1;564;Media;2;Media;3;Research Director;Media;Married;11935;1;Y;No;18;Alta;Alta;80;0;10;2;#N/D;10;NA;0;7
29;Yes;Travel_Rarely;Research & Development;25;Secundaria;Technical Degree;1;565;Alta;2;Media;1;Research Scientist;Media;Married;2546;5;Y;No;16;Alta;Media;80;0;6;2;#N/D;2;2;1;1
19;Yes;Travel_Rarely;Human Resources;2;Secundaria;Technical Degree;1;566;Baja;2;Media;1;Human Resources;Media;Single;2564;1;Y;No;12;Alta;Alta;80;0;1;3;Media;1;NA;0;0
30;No;Non-Travel;Sales;22;Universitaria;Other;1;567;Alta;3;Alta;3;Sales Executive;Alta;Married;8412;0;Y;No;11;Alta;Alta;80;0;10;3;#N/D;9;NA;7;8
57;No;Travel_Rarely;Sales;29;Secundaria;Marketing;1;568;Baja;2;Media;4;Manager;Media;Divorced;14118;3;Y;No;12;Alta;Alta;80;1;32;3;#N/D;1;NA;0;0
50;No;Travel_Rarely;Research & Development;29;Secundaria;Life Sciences;1;569;Media;2;Media;4;Manager;Media;Married;17046;0;Y;No;15;Alta;Media;80;1;28;2;#N/D;27;NA;15;7
30;No;Non-Travel;Research & Development;2;Universitaria;Medical;1;571;Alta;NA;Alta;1;Laboratory Technician;Alta;Single;2564;0;Y;No;14;Alta;Alta;80;0;12;2;#N/D;11;NA;6;7
60;No;Travel_Frequently;Sales;28;Secundaria;Marketing;1;573;Alta;2;Media;3;Sales Executive;Media;Married;10266;4;Y;No;19;Alta;Muy_Alta;80;0;22;5;Media;18;NA;13;11
47;No;Travel_Rarely;Research & Development;2;#N/D;Medical;1;574;Baja;3;Alta;2;Manufacturing Director;Alta;Divorced;5070;5;Y;No;13;Alta;Alta;80;3;20;2;#N/D;5;NA;0;4
46;No;Travel_Rarely;Research & Development;2;Universitaria;Life Sciences;1;575;Baja;3;Alta;4;Research Director;Alta;Married;17861;6;Y;No;13;Alta;Alta;80;0;26;2;#N/D;3;NA;0;1
35;No;Travel_Rarely;Research & Development;22;Primaria;Life Sciences;1;577;Muy_Alta;1;Baja;1;Laboratory Technician;#N/D;Single;4230;0;Y;No;15;Alta;Alta;80;0;6;2;Baja;5;1;4;3
54;No;Travel_Rarely;Research & Development;8;Universitaria;Life Sciences;1;578;Alta;3;Alta;2;Laboratory Technician;Alta;Single;3780;7;Y;No;11;Alta;Alta;80;0;19;3;#N/D;1;NA;0;0
34;No;Travel_Rarely;Research & Development;2;Secundaria;Life Sciences;1;579;Muy_Alta;2;Media;1;Research Scientist;Media;Divorced;2768;3;Y;No;12;Alta;Alta;80;1;14;3;#N/D;7;NA;5;7
46;No;Travel_Rarely;Sales;10;Secundaria;Marketing;1;580;Alta;2;Media;3;Sales Executive;Media;Married;9071;2;Y;Yes;19;Alta;Alta;80;1;15;3;Media;3;NA;1;2
31;No;Travel_Rarely;Research & Development;9;Universitaria;Life Sciences;1;581;Alta;3;Alta;3;Manufacturing Director;Alta;Divorced;10648;1;Y;No;25;Muy_Alta;Muy_Alta;80;1;13;6;#N/D;13;3;0;8
33;Yes;Travel_Rarely;Research & Development;15;Universitaria;Medical;1;582;Media;3;Alta;3;Manager;Alta;Married;13610;7;Y;Yes;12;Alta;Muy_Alta;80;0;15;2;#N/D;7;NA;7;7
33;Yes;Travel_Rarely;Research & Development;10;Primaria;Medical;1;584;Baja;1;Baja;1;Laboratory Technician;Baja;Divorced;3408;7;Y;No;13;Alta;Baja;80;3;8;2;Baja;4;NA;1;3
30;No;Travel_Rarely;Sales;7;Universitaria;Marketing;1;585;Muy_Alta;3;Alta;1;Sales Representative;Alta;Single;2983;0;Y;No;14;Alta;Baja;80;0;4;3;#N/D;3;NA;1;2
35;No;Travel_Rarely;Research & Development;16;Universitaria;Life Sciences;1;586;Muy_Alta;3;Alta;3;Healthcare Representative;Alta;Married;7632;4;Y;Yes;12;Alta;Alta;80;0;10;2;Alta;8;NA;0;0
31;Yes;Travel_Frequently;Research & Development;20;Universitaria;Life Sciences;1;587;Baja;3;Alta;3;Healthcare Representative;Alta;Married;9824;3;Y;No;12;Alta;Baja;80;0;12;2;#N/D;1;NA;0;0
34;Yes;Travel_Frequently;Human Resources;23;Universitaria;Human Resources;1;590;Media;3;Alta;3;Human Resources;Alta;Divorced;9950;9;Y;Yes;15;Alta;Alta;80;3;11;2;Alta;3;NA;0;2
42;No;Travel_Frequently;Research & Development;5;Universitaria;Other;1;591;Media;3;Alta;1;Laboratory Technician;Alta;Married;2093;4;Y;No;17;Alta;Muy_Alta;80;1;8;4;Alta;2;NA;2;0
36;No;Non-Travel;Sales;10;Universitaria;Medical;1;592;Media;3;Alta;3;Sales Executive;Alta;Single;9980;1;Y;No;14;Alta;Muy_Alta;80;0;10;3;#N/D;10;NA;9;7
22;Yes;Travel_Frequently;Research & Development;4;Secundaria;Technical Degree;1;593;Alta;NA;Media;1;Laboratory Technician;Media;Single;3894;5;Y;No;16;Alta;Alta;80;0;4;3;#N/D;2;NA;1;2
48;No;Travel_Rarely;Sales;2;Universitaria;Marketing;1;595;Media;3;Alta;2;Sales Executive;Alta;Married;4051;2;Y;No;14;Alta;Baja;80;1;14;2;#N/D;9;NA;6;7
55;No;Travel_Rarely;Sales;18;Universitaria;Life Sciences;1;597;Baja;3;Alta;4;Manager;Alta;Single;16835;3;Y;No;23;Muy_Alta;Muy_Alta;80;0;37;2;#N/D;10;NA;7;7
41;No;Non-Travel;Sales;10;Universitaria;Life Sciences;1;599;Muy_Alta;3;Alta;2;Sales Executive;Alta;Single;6230;7;Y;No;14;Alta;Muy_Alta;80;0;16;3;#N/D;14;NA;1;10
35;No;Travel_Rarely;Sales;1;Universitaria;Marketing;1;600;Media;3;Alta;2;Sales Executive;Alta;Married;4717;9;Y;No;11;Alta;Alta;80;0;15;2;#N/D;11;NA;6;9
40;No;Travel_Rarely;Research & Development;6;Universitaria;Life Sciences;1;601;Media;3;Alta;4;Manufacturing Director;Alta;Single;13237;7;Y;No;15;Alta;Alta;80;0;22;3;Alta;20;NA;5;13
39;No;Travel_Frequently;Research & Development;8;Universitaria;Life Sciences;1;602;Alta;3;Alta;1;Laboratory Technician;Alta;Married;3755;1;Y;No;11;Alta;Baja;80;1;8;3;Alta;8;NA;0;7
31;No;Travel_Rarely;Sales;2;Universitaria;Life Sciences;1;604;Media;3;Alta;2;Sales Executive;Alta;Single;6582;4;Y;Yes;13;Alta;Alta;80;0;10;2;#N/D;6;3;0;5
42;No;Travel_Rarely;Research & Development;24;#N/D;Medical;1;605;Muy_Alta;NA;Alta;3;Manufacturing Director;Alta;Married;7406;1;Y;Yes;21;Muy_Alta;Muy_Alta;80;1;10;5;#N/D;10;NA;5;8
45;No;Travel_Rarely;Sales;2;Universitaria;Other;1;606;Muy_Alta;3;Alta;2;Sales Executive;Alta;Married;4805;0;Y;No;19;Alta;Media;80;1;9;3;Alta;8;NA;3;7
26;Yes;Travel_Frequently;Human Resources;17;Universitaria;Life Sciences;1;608;Media;NA;Alta;1;Human Resources;Alta;Divorced;2741;0;Y;Yes;11;Alta;Media;80;1;8;2;Alta;7;NA;1;0
29;No;Travel_Rarely;Research & Development;19;Universitaria;Technical Degree;1;611;Muy_Alta;3;Alta;2;Manufacturing Director;Alta;Divorced;4262;4;Y;No;12;Alta;Media;80;2;8;2;#N/D;3;3;1;2
33;No;Travel_Rarely;Research & Development;1;Master;Medical;1;612;Baja;4;Muy_Alta;4;Research Director;Muy_Alta;Divorced;16184;4;Y;No;19;Alta;Alta;80;1;10;2;#N/D;6;NA;0;5
31;No;Travel_Rarely;Sales;7;Secundaria;Life Sciences;1;613;Alta;2;Media;3;Manager;Media;Divorced;11557;9;Y;No;21;Muy_Alta;Alta;80;1;10;3;#N/D;5;2;0;1
18;Yes;Travel_Frequently;Sales;5;Universitaria;Marketing;1;614;Media;3;Alta;1;Sales Representative;Alta;Single;1878;1;Y;Yes;14;Alta;Muy_Alta;80;0;0;3;#N/D;0;NA;0;0
40;No;Non-Travel;Sales;28;#N/D;Other;1;615;Alta;1;Baja;3;Sales Executive;Baja;Divorced;10932;3;Y;No;15;Alta;Alta;80;1;20;2;#N/D;1;NA;0;1
41;No;Non-Travel;Research & Development;2;Secundaria;Other;1;616;Baja;2;Media;2;Healthcare Representative;Media;Single;6811;2;Y;Yes;17;Alta;Baja;80;0;10;3;#N/D;8;NA;0;7
26;No;Travel_Rarely;Sales;29;Universitaria;Medical;1;618;Baja;3;Alta;2;Sales Executive;Alta;Divorced;4306;5;Y;No;12;Alta;Baja;80;2;8;5;#N/D;0;NA;0;0
35;No;Travel_Rarely;Sales;1;Universitaria;Medical;1;620;Baja;3;Alta;2;Sales Executive;Alta;Single;4859;1;Y;No;16;Alta;Muy_Alta;80;0;5;3;Alta;5;3;0;3
34;No;Travel_Rarely;Sales;21;Master;Life Sciences;1;621;Muy_Alta;4;Muy_Alta;2;Sales Executive;Muy_Alta;Single;5337;1;Y;No;12;Alta;Muy_Alta;80;0;10;3;Muy_Alta;10;NA;5;7
26;Yes;Travel_Rarely;Research & Development;24;Primaria;Technical Degree;1;622;Alta;1;Baja;1;Laboratory Technician;Baja;Single;2340;1;Y;Yes;18;Alta;Media;80;0;1;3;#N/D;1;NA;0;0
37;No;Travel_Rarely;Research & Development;1;Universitaria;Technical Degree;1;623;Media;3;Alta;3;Manufacturing Director;Alta;Single;7491;4;Y;No;17;Alta;Muy_Alta;80;0;12;3;Alta;6;NA;1;2
46;No;Travel_Frequently;Research & Development;18;Universitaria;Medical;1;624;Baja;3;Alta;3;Healthcare Representative;#N/D;Married;10527;5;Y;No;11;Alta;Muy_Alta;80;0;28;3;#N/D;2;NA;1;2
41;No;Travel_Rarely;Sales;2;#N/D;Life Sciences;1;625;Media;3;Alta;4;Manager;Alta;Married;16595;7;Y;No;16;Alta;Media;80;1;22;2;#N/D;18;NA;11;8
37;No;Non-Travel;Sales;9;Universitaria;Medical;1;626;Baja;3;Alta;3;Sales Executive;Alta;Divorced;8834;1;Y;No;13;Alta;Muy_Alta;80;1;9;6;#N/D;9;NA;7;7
52;No;Travel_Rarely;Research & Development;6;Universitaria;Technical Degree;1;630;Muy_Alta;NA;Alta;2;Research Scientist;Alta;Divorced;5577;3;Y;Yes;12;Alta;Media;80;2;18;3;Alta;10;NA;6;9
32;Yes;Non-Travel;Sales;11;Master;Other;1;631;Muy_Alta;4;Muy_Alta;2;Sales Executive;Muy_Alta;Married;4707;8;Y;No;12;Alta;Muy_Alta;80;0;6;2;#N/D;4;NA;1;2
24;No;Travel_Frequently;Sales;24;#N/D;Medical;1;632;Muy_Alta;3;Alta;1;Sales Representative;Alta;Married;2400;0;Y;No;13;Alta;Alta;80;2;3;3;#N/D;2;NA;2;1
38;No;Travel_Rarely;Research & Development;10;Universitaria;Medical;1;634;Alta;3;Alta;2;Healthcare Representative;#N/D;Married;9824;3;Y;No;19;Alta;Alta;80;1;18;4;Alta;1;3;0;0
37;No;Travel_Rarely;Research & Development;1;Universitaria;Life Sciences;1;635;Media;3;Alta;2;Manufacturing Director;Alta;Married;6447;6;Y;No;12;Alta;Media;80;1;8;2;#N/D;6;NA;4;3
49;No;Travel_Rarely;Research & Development;18;Secundaria;Life Sciences;1;638;Muy_Alta;2;Media;5;Research Director;Media;Divorced;19502;1;Y;Yes;17;Alta;Alta;80;1;31;5;Media;31;NA;0;9
24;No;Travel_Rarely;Research & Development;23;Master;Medical;1;639;Media;4;Muy_Alta;1;Research Scientist;Muy_Alta;Married;2725;1;Y;Yes;11;Alta;Media;80;2;6;3;Muy_Alta;6;4;1;4
26;No;Travel_Rarely;Sales;28;Universitaria;Marketing;1;641;Baja;3;Alta;2;Sales Executive;#N/D;Married;6272;1;Y;No;20;Muy_Alta;Muy_Alta;80;2;6;5;#N/D;5;NA;1;4
24;No;Travel_Rarely;Research & Development;17;Secundaria;Other;1;643;Muy_Alta;NA;Media;1;Laboratory Technician;Media;Married;2127;1;Y;No;21;Muy_Alta;Muy_Alta;80;1;1;2;#N/D;1;NA;0;0
50;No;Travel_Frequently;Human Resources;3;Universitaria;Medical;1;644;Baja;3;Alta;5;Manager;#N/D;Married;18200;1;Y;No;11;Alta;Alta;80;1;32;2;Alta;32;3;10;7
25;No;Travel_Rarely;Sales;13;Universitaria;Medical;1;645;Media;3;Alta;1;Sales Representative;Alta;Married;2096;1;Y;No;11;Alta;Alta;80;0;7;1;Alta;7;NA;0;6
24;Yes;Travel_Frequently;Research & Development;7;Universitaria;Life Sciences;1;647;Baja;3;Alta;1;Laboratory Technician;Alta;Married;2886;1;Y;Yes;16;Alta;Muy_Alta;80;1;6;4;#N/D;6;NA;1;2
30;Yes;Travel_Frequently;Sales;12;Secundaria;Life Sciences;1;648;Media;2;Media;1;Sales Representative;Media;Married;2033;1;Y;No;18;Alta;Alta;80;1;1;2;Media;1;NA;0;0
34;No;Travel_Rarely;Research & Development;1;Secundaria;Life Sciences;1;649;Media;2;Media;1;Research Scientist;#N/D;Married;3622;1;Y;Yes;13;Alta;Muy_Alta;80;1;6;3;#N/D;6;NA;1;3
31;Yes;Travel_Rarely;Sales;13;Universitaria;Medical;1;650;Media;3;Alta;2;Sales Executive;Alta;Divorced;4233;2;Y;No;17;Alta;Alta;80;0;9;2;#N/D;3;3;1;2
35;No;Travel_Rarely;Research & Development;25;#N/D;Other;1;652;Baja;2;Media;2;Laboratory Technician;Media;Single;3681;4;Y;No;14;Alta;Muy_Alta;80;0;9;3;#N/D;3;NA;0;2
31;No;Travel_Rarely;Sales;6;Master;Medical;1;653;Baja;4;Muy_Alta;2;Sales Executive;Muy_Alta;Divorced;5460;4;Y;No;22;Muy_Alta;Muy_Alta;80;2;13;4;Muy_Alta;7;NA;5;7
27;No;Travel_Rarely;Research & Development;6;Secundaria;Medical;1;655;Baja;2;Media;1;Research Scientist;Media;Divorced;2187;0;Y;No;12;Alta;Alta;80;2;6;5;#N/D;5;NA;0;3
37;No;Travel_Rarely;Sales;2;Universitaria;Marketing;1;656;Muy_Alta;3;Alta;2;Sales Executive;Alta;Married;9602;4;Y;Yes;11;Alta;Alta;80;1;17;3;Alta;3;NA;1;0
20;No;Travel_Rarely;Research & Development;1;Secundaria;Life Sciences;1;657;Muy_Alta;2;Media;1;Research Scientist;Media;Single;2836;1;Y;No;13;Alta;Muy_Alta;80;0;1;0;Media;1;NA;0;0
